Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,ResultNum
2012-02-01,Sunderland,3,2,10,6,3,6,1,0,Norwich,0,0,12,4,6,14,1,0,L Mason,H,H,2
2012-02-01,Fulham,1,0,13,6,8,6,1,0,West Brom,1,0,15,11,7,7,0,0,M Halsey,D,D,1
2012-02-01,Blackburn,0,0,23,12,14,9,1,0,Newcastle,2,1,9,5,2,17,2,0,P Dowd,A,A,0
2012-02-01,Aston Villa,2,1,23,15,9,3,0,0,QPR,2,2,3,3,3,12,1,0,N Swarbrick,D,A,1
2012-02-01,Bolton,0,0,14,8,6,8,1,0,Arsenal,0,0,16,7,6,10,1,0,C Foy,D,D,1
2012-02-04,Arsenal,7,3,20,11,11,9,2,0,Blackburn,1,1,3,3,1,14,3,1,A Marriner,H,H,2
2012-02-04,Man City,3,2,16,10,4,8,1,0,Fulham,0,0,11,8,6,7,3,0,M Dean,H,H,2
2012-02-04,Norwich,2,0,22,9,4,6,0,0,Bolton,0,0,10,6,7,6,0,0,L Probert,H,D,2
2012-02-04,QPR,1,1,13,8,7,7,0,1,Wolves,2,0,14,6,3,14,3,0,M Clattenburg,A,H,0
2012-02-04,Stoke,0,0,9,6,5,12,0,1,Sunderland,1,0,4,2,5,6,1,0,M Atkinson,A,D,0
2012-02-04,West Brom,1,0,18,11,8,11,2,0,Swansea,2,0,15,8,7,6,1,0,J Moss,A,D,0
2012-02-04,Wigan,1,0,2,1,4,12,2,0,Everton,1,0,8,4,3,8,0,0,A Taylor,D,D,1
2012-02-05,Chelsea,3,1,19,10,6,14,2,0,Man United,3,0,14,10,6,13,1,0,H Webb,D,H,1
2012-02-05,Newcastle,2,1,16,8,4,6,1,0,Aston Villa,1,1,13,8,4,11,2,0,M Halsey,H,D,2
2012-02-06,Liverpool,0,0,15,10,7,6,2,0,Tottenham,0,0,9,6,4,11,2,0,M Oliver,D,D,1
2012-02-11,Blackburn,3,3,7,5,5,11,1,0,QPR,2,0,25,13,6,10,1,0,M Dean,H,H,2
2012-02-11,Bolton,1,0,13,8,7,19,3,0,Wigan,2,1,10,6,7,10,2,0,H Webb,A,A,0
2012-02-11,Everton,2,1,10,7,2,13,0,0,Chelsea,0,0,8,7,4,12,3,0,M Jones,H,H,2
2012-02-11,Fulham,2,2,11,4,5,12,1,0,Stoke,1,0,12,4,4,6,2,0,C Foy,H,H,2
2012-02-11,Man United,2,0,11,6,4,10,1,0,Liverpool,1,0,9,6,3,11,1,0,P Dowd,H,D,2
2012-02-11,Sunderland,1,0,8,5,7,7,2,0,Arsenal,2,0,10,8,3,7,1,0,N Swarbrick,A,D,0
2012-02-11,Swansea,2,1,16,9,6,6,0,0,Norwich,3,0,18,11,8,12,2,0,M Atkinson,A,H,0
2012-02-11,Tottenham,5,4,18,9,4,7,2,0,Newcastle,0,0,7,3,3,9,1,0,A Marriner,H,H,2
2012-02-12,Aston Villa,0,0,9,5,5,15,3,0,Man City,1,0,17,10,8,5,0,0,M Oliver,A,D,0
2012-02-12,Wolves,1,1,10,8,12,6,1,0,West Brom,5,1,26,16,8,11,0,0,L Mason,A,D,0
2012-02-25,Wigan,0,0,14,6,14,8,0,0,Aston Villa,0,0,10,3,7,8,4,0,K Friend,D,D,1
2012-02-25,West Brom,4,2,18,13,7,6,1,0,Sunderland,0,0,10,4,0,8,1,0,C Foy,H,H,2
2012-02-25,QPR,0,0,17,8,6,17,1,1,Fulham,1,1,7,3,5,12,4,0,P Dowd,A,A,0
2012-02-25,Chelsea,3,0,25,16,14,7,0,0,Bolton,0,0,8,1,7,13,1,0,M Oliver,H,D,2
2012-02-25,Man City,3,1,20,13,10,6,0,0,Blackburn,0,0,2,2,3,10,2,0,M Jones,H,H,2
2012-02-25,Newcastle,2,2,13,8,3,8,1,0,Wolves,2,0,7,6,3,8,1,0,P Walton,D,H,1
2012-02-26,Arsenal,5,2,21,13,7,15,3,0,Tottenham,2,2,8,4,5,12,3,1,M Dean,H,D,2
2012-02-26,Norwich,1,0,16,7,4,9,1,0,Man United,2,1,11,9,4,10,2,0,A Marriner,A,A,0
2012-02-26,Stoke,2,2,9,6,8,13,1,0,Swansea,0,0,11,6,4,7,0,0,H Webb,H,H,2
2012-03-03,West Brom,1,0,19,11,14,9,3,0,Chelsea,0,0,13,6,5,10,1,0,P Dowd,H,D,2
2012-03-03,Wigan,0,0,14,8,8,15,2,0,Swansea,2,1,12,8,4,7,2,1,A Marriner,A,A,0
2012-03-03,QPR,1,1,22,10,7,16,1,0,Everton,1,1,8,5,7,15,2,0,K Friend,D,D,1
2012-03-03,Stoke,1,0,11,7,8,10,0,0,Norwich,0,0,7,5,2,16,2,0,M Oliver,H,D,2
2012-03-03,Liverpool,1,1,12,4,12,11,0,0,Arsenal,2,1,10,7,0,9,1,0,M Halsey,A,D,0
2012-03-03,Blackburn,1,0,15,9,4,9,1,0,Aston Villa,1,1,17,12,8,5,0,0,H Webb,D,A,1
2012-03-03,Man City,2,1,23,10,7,13,0,0,Bolton,0,0,8,5,4,8,0,0,M Clattenburg,H,H,2
2012-03-04,Fulham,5,2,25,19,7,7,1,0,Wolves,0,0,8,3,7,9,2,0,M Jones,H,H,2
2012-03-04,Newcastle,1,0,24,12,19,14,5,0,Sunderland,1,1,7,6,4,14,3,1,M Dean,D,A,1
2012-03-04,Tottenham,1,0,18,9,7,8,1,0,Man United,3,1,6,5,3,10,2,0,M Atkinson,A,A,0
2012-03-10,Wolves,0,0,14,7,3,10,1,0,Blackburn,2,1,12,8,4,10,2,0,C Foy,A,A,0
2012-03-10,Everton,1,1,9,5,0,13,2,0,Tottenham,0,0,21,9,8,11,2,0,M Halsey,H,H,2
2012-03-10,Sunderland,1,0,6,1,3,13,1,0,Liverpool,0,0,9,5,2,15,1,0,A Taylor,H,D,2
2012-03-10,Bolton,2,1,11,7,10,13,2,0,QPR,1,0,17,11,6,13,2,0,M Atkinson,H,H,2
2012-03-10,Aston Villa,1,0,19,8,10,9,2,0,Fulham,0,0,5,1,4,11,0,0,J Moss,H,D,2
2012-03-10,Chelsea,1,0,21,11,14,12,1,0,Stoke,0,0,8,3,1,15,2,1,A Marriner,H,D,2
2012-03-11,Man United,2,1,20,9,8,5,0,0,West Brom,0,0,6,3,5,13,1,1,L Probert,H,H,2
2012-03-11,Norwich,1,1,13,6,3,12,4,0,Wigan,1,0,18,9,5,7,4,0,K Friend,D,H,1
2012-03-11,Swansea,1,0,8,5,7,9,0,0,Man City,0,0,18,13,9,14,2,0,L Mason,H,D,2
2012-03-12,Arsenal,2,1,21,13,6,11,2,0,Newcastle,1,1,5,3,3,12,3,0,H Webb,H,D,2
2012-03-13,Liverpool,3,1,15,10,4,6,1,0,Everton,0,0,5,3,4,7,4,0,P Dowd,H,H,2
2012-03-17,Fulham,0,0,14,7,6,8,0,0,Swansea,3,1,10,7,2,7,0,0,M Halsey,A,A,0
2012-03-17,Wigan,1,0,20,6,13,8,2,0,West Brom,1,0,8,2,5,10,4,0,M Oliver,D,D,1
2012-03-18,Wolves,0,0,7,3,4,6,1,1,Man United,5,3,22,18,7,11,1,0,A Taylor,A,A,0
2012-03-18,Newcastle,1,1,15,10,4,8,0,0,Norwich,0,0,12,5,5,15,3,0,P Dowd,H,H,2
2012-03-20,Blackburn,2,0,16,9,7,13,0,0,Sunderland,0,0,2,0,8,10,1,0,M Atkinson,H,D,2
2012-03-21,Tottenham,1,0,24,18,13,10,1,0,Stoke,1,0,8,2,1,10,1,0,M Jones,D,D,1
2012-03-21,QPR,3,0,10,5,7,8,0,0,Liverpool,2,0,18,11,17,6,0,0,H Webb,H,D,2
2012-03-21,Everton,0,0,7,2,4,11,2,0,Arsenal,1,1,12,8,6,11,1,0,L Mason,A,A,0
2012-03-21,Man City,2,0,20,10,11,8,1,0,Chelsea,1,0,6,5,4,7,2,0,M Dean,H,D,2
2012-03-24,Arsenal,3,2,20,12,15,6,0,0,Aston Villa,0,0,3,2,5,13,5,0,P Dowd,H,H,2
2012-03-24,Bolton,2,2,12,6,11,8,0,0,Blackburn,1,0,10,4,4,3,2,0,A Marriner,H,H,2
2012-03-24,Chelsea,0,0,10,5,6,9,1,0,Tottenham,0,0,19,7,5,11,2,0,M Atkinson,D,D,1
2012-03-24,Liverpool,1,0,12,9,6,14,1,0,Wigan,2,1,6,5,0,10,2,0,L Mason,A,A,0
2012-03-24,Norwich,2,2,15,11,5,13,2,1,Wolves,1,1,10,6,5,7,2,0,M Clattenburg,H,H,2
2012-03-24,Stoke,1,0,10,3,5,15,1,0,Man City,1,0,16,11,7,12,2,0,H Webb,D,D,1
2012-03-24,Sunderland,3,1,15,8,5,11,2,0,QPR,1,0,10,6,2,9,3,1,M Jones,H,H,2
2012-03-24,Swansea,0,0,10,3,3,10,1,0,Everton,2,0,15,8,3,10,2,0,N Swarbrick,A,D,0
2012-03-25,West Brom,1,0,14,6,10,10,0,0,Newcastle,3,3,10,7,4,4,1,0,C Foy,A,A,0
2012-03-26,Man United,1,1,19,16,7,17,1,0,Fulham,0,0,5,4,1,6,0,0,M Oliver,H,H,2
2012-03-31,Wolves,2,0,14,8,13,11,1,0,Bolton,3,0,19,11,4,11,1,0,J Moss,A,D,0
2012-03-31,Wigan,2,0,13,11,8,14,2,0,Stoke,0,0,6,2,1,13,4,0,M Clattenburg,H,D,2
2012-03-31,QPR,2,1,10,8,4,13,5,0,Arsenal,1,1,13,7,6,9,2,0,M Dean,H,D,2
2012-03-31,Everton,2,1,16,9,5,8,2,0,West Brom,0,0,9,5,2,12,1,0,P Walton,H,H,2
2012-03-31,Fulham,2,2,14,9,6,11,1,0,Norwich,1,0,16,8,7,9,2,0,A Taylor,H,H,2
2012-03-31,Aston Villa,2,0,9,5,6,13,1,0,Chelsea,4,1,12,9,4,5,0,0,L Mason,A,A,0
2012-03-31,Man City,3,1,19,10,17,11,1,0,Sunderland,3,2,8,4,5,13,1,0,P Dowd,D,A,1
2012-04-01,Newcastle,2,1,11,7,3,10,3,0,Liverpool,0,0,9,6,6,11,3,1,M Atkinson,H,H,2
2012-04-01,Tottenham,3,1,15,10,7,11,0,0,Swansea,1,0,11,7,7,12,0,0,A Marriner,H,H,2
2012-04-02,Blackburn,0,0,11,6,2,8,1,0,Man United,2,0,14,6,10,5,1,0,H Webb,A,D,0
2012-04-06,Swansea,0,0,19,13,7,10,1,0,Newcastle,2,1,5,4,0,7,1,0,H Webb,A,A,0
2012-04-07,Sunderland,0,0,12,9,11,12,2,0,Tottenham,0,0,15,8,4,10,2,0,C Foy,D,D,1
2012-04-07,West Brom,3,1,9,6,8,5,1,0,Blackburn,0,0,16,10,4,7,1,1,L Probert,H,H,2
2012-04-07,Stoke,2,1,14,6,3,7,1,0,Wolves,1,1,9,5,8,11,1,0,M Halsey,H,D,2
2012-04-07,Bolton,0,0,13,7,5,11,1,0,Fulham,3,2,11,8,3,9,0,0,M Dean,A,A,0
2012-04-07,Liverpool,1,0,21,5,11,4,1,0,Aston Villa,1,1,5,3,3,9,1,0,M Oliver,D,A,1
2012-04-07,Chelsea,2,0,19,10,5,14,2,0,Wigan,1,0,13,7,3,11,2,0,M Jones,H,D,2
2012-04-07,Norwich,2,1,14,11,2,7,0,0,Everton,2,1,9,5,4,17,3,0,A Marriner,D,D,1
2012-04-08,Arsenal,1,0,12,7,7,13,2,0,Man City,0,0,7,2,6,14,4,1,M Atkinson,H,D,2
2012-04-08,Man United,2,1,24,14,11,13,1,0,QPR,0,0,9,7,5,10,0,1,L Mason,H,H,2
2012-04-09,Aston Villa,1,1,7,3,5,9,3,0,Stoke,1,0,7,3,4,9,0,0,M Dean,D,H,1
2012-04-09,Everton,4,0,22,12,5,7,0,0,Sunderland,0,0,3,0,2,12,2,0,K Friend,H,D,2
2012-04-09,Fulham,1,0,11,9,7,5,1,0,Chelsea,1,1,12,4,11,16,3,0,M Clattenburg,D,A,1
2012-04-09,Newcastle,2,0,8,4,6,7,1,0,Bolton,0,0,9,6,5,18,1,0,M Jones,H,D,2
2012-04-09,Tottenham,1,1,13,9,10,12,1,0,Norwich,2,1,12,6,3,12,2,0,M Oliver,A,D,0
2012-04-10,Blackburn,2,1,10,4,4,16,4,0,Liverpool,3,2,16,12,4,12,5,1,A Taylor,A,A,0
2012-04-11,Wigan,1,0,11,8,7,8,1,0,Man United,0,0,8,3,3,14,2,0,P Dowd,H,D,2
2012-04-11,Man City,4,1,17,12,6,7,0,0,West Brom,0,0,4,1,2,9,0,0,K Friend,H,H,2
2012-04-11,QPR,3,1,16,8,6,9,2,0,Swansea,0,0,9,6,9,10,0,0,L Probert,H,H,2
2012-04-11,Wolves,0,0,9,6,6,9,3,1,Arsenal,3,2,10,7,4,4,0,0,N Swarbrick,A,A,0
2012-04-14,Sunderland,0,0,15,6,8,4,0,0,Wolves,0,0,12,8,4,11,1,0,M Jones,D,D,1
2012-04-14,Swansea,3,2,16,8,7,8,0,0,Blackburn,0,0,7,2,3,12,2,0,M Clattenburg,H,H,2
2012-04-14,Norwich,1,0,16,8,3,10,1,0,Man City,6,2,22,17,5,5,2,0,C Foy,A,A,0
2012-04-14,West Brom,1,1,15,10,6,13,3,0,QPR,0,0,16,6,8,11,1,0,J Moss,H,H,2
2012-04-15,Man United,4,2,24,16,11,9,3,0,Aston Villa,0,0,10,4,4,7,3,0,M Halsey,H,H,2
2012-04-16,Arsenal,1,1,18,8,9,15,2,0,Wigan,2,2,12,7,3,13,3,0,A Marriner,A,A,0
2012-04-21,Arsenal,0,0,13,8,7,11,3,0,Chelsea,0,0,13,7,7,11,4,0,M Dean,D,D,1
2012-04-21,Aston Villa,0,0,12,7,8,11,0,0,Sunderland,0,0,10,5,5,8,2,1,A Taylor,D,D,1
2012-04-21,Blackburn,2,1,9,6,9,8,1,0,Norwich,0,0,12,5,7,13,1,0,K Friend,H,H,2
2012-04-21,Bolton,1,1,7,5,8,19,2,0,Swansea,1,1,20,12,10,7,1,0,P Dowd,D,D,1
2012-04-21,Fulham,2,0,15,9,4,11,1,0,Wigan,1,0,9,5,0,16,2,0,L Mason,H,D,2
2012-04-21,Newcastle,3,2,16,11,4,8,0,0,Stoke,0,0,7,2,5,10,2,0,A Marriner,H,H,2
2012-04-21,QPR,1,1,12,5,4,13,4,1,Tottenham,0,0,17,8,13,10,0,0,M Clattenburg,H,H,2
2012-04-22,Wolves,0,0,7,4,7,6,0,0,Man City,2,1,17,9,4,10,1,0,L Probert,A,A,0
2012-04-22,Man United,4,1,20,11,5,8,1,0,Everton,4,1,17,10,2,11,2,0,M Jones,D,D,1
2012-04-22,Liverpool,0,0,28,12,15,10,2,0,West Brom,1,0,9,4,3,8,0,0,N Swarbrick,A,D,0
2012-04-24,Aston Villa,1,0,17,6,9,9,1,0,Bolton,2,0,12,11,6,16,2,0,C Foy,A,D,0
2012-04-28,Everton,4,3,11,7,3,13,1,0,Fulham,0,0,6,5,5,8,1,0,P Dowd,H,H,2
2012-04-28,Norwich,0,0,8,3,5,9,4,0,Liverpool,3,2,15,9,7,4,0,0,M Halsey,A,A,0
2012-04-28,Stoke,1,1,6,4,2,8,1,0,Arsenal,1,1,17,10,6,10,2,0,C Foy,D,D,1
2012-04-28,Sunderland,2,1,12,6,7,8,1,0,Bolton,2,1,16,9,5,16,0,0,L Probert,D,D,1
2012-04-28,Swansea,4,4,10,8,2,8,2,0,Wolves,4,2,15,9,6,8,1,0,J Moss,D,H,1
2012-04-28,West Brom,0,0,13,7,10,14,0,0,Aston Villa,0,0,8,5,3,16,4,0,M Clattenburg,D,D,1
2012-04-28,Wigan,4,4,10,8,4,14,2,0,Newcastle,0,0,11,3,1,12,1,0,M Dean,H,H,2
2012-04-29,Tottenham,2,1,19,8,6,5,0,0,Blackburn,0,0,0,0,1,14,0,0,M Jones,H,H,2
2012-04-29,Chelsea,6,4,25,18,8,9,0,0,QPR,1,0,11,7,5,8,1,0,H Webb,H,H,2
2012-04-30,Man City,1,1,12,5,8,11,3,0,Man United,0,0,4,2,8,14,2,0,A Marriner,H,H,2
2012-05-01,Liverpool,0,0,18,5,5,11,0,0,Fulham,1,1,7,4,4,7,0,0,L Probert,A,A,0
2012-05-01,Stoke,1,0,10,5,4,6,2,0,Everton,1,1,11,4,6,14,1,0,A Taylor,D,A,1
2012-05-02,Bolton,1,0,14,8,4,6,2,0,Tottenham,4,1,13,10,7,9,1,0,M Dean,A,A,0
2012-05-02,Chelsea,0,0,17,6,4,9,0,0,Newcastle,2,1,12,6,4,5,3,0,M Halsey,A,A,0
2012-05-05,Arsenal,3,1,20,13,6,8,2,0,Norwich,3,2,12,6,1,15,3,0,A Taylor,D,A,1
2012-05-06,Wolves,0,0,7,1,3,7,0,0,Everton,0,0,18,10,7,10,0,0,L Mason,D,D,1
2012-05-06,QPR,1,0,21,12,7,11,0,0,Stoke,0,0,8,1,3,14,0,0,A Marriner,H,D,2
2012-05-06,Newcastle,0,0,14,9,2,12,4,0,Man City,2,0,19,12,6,7,3,0,H Webb,A,D,0
2012-05-06,Man United,2,2,26,18,16,12,1,0,Swansea,0,0,13,9,3,6,0,0,C Foy,H,H,2
2012-05-06,Fulham,2,2,20,15,8,9,0,0,Sunderland,1,1,12,7,2,13,0,0,M Atkinson,H,H,2
2012-05-06,Bolton,2,1,11,6,4,14,1,0,West Brom,2,0,17,13,4,8,4,0,K Friend,D,H,1
2012-05-06,Aston Villa,1,1,4,2,4,10,1,0,Tottenham,1,0,21,10,19,8,2,1,L Probert,D,H,1
2012-05-07,Blackburn,0,0,12,7,5,14,2,0,Wigan,1,0,19,9,6,12,1,0,M Clattenburg,A,D,0
2012-05-08,Liverpool,4,3,23,13,7,15,2,0,Chelsea,1,0,9,5,4,13,4,0,K Friend,H,H,2
2012-05-13,Tottenham,2,1,15,9,9,8,0,0,Fulham,0,0,10,7,3,12,2,0,P Dowd,H,H,2
2012-05-13,Swansea,1,0,13,8,6,5,1,0,Liverpool,0,0,14,9,5,5,1,0,M Halsey,H,D,2
2012-05-13,Sunderland,0,0,6,5,1,14,3,0,Man United,1,1,17,9,9,11,3,0,H Webb,A,A,0
2012-05-13,Stoke,2,1,12,8,5,10,1,0,Bolton,2,2,20,8,9,5,1,0,C Foy,D,A,1
2012-05-13,West Brom,2,2,12,8,9,12,0,0,Arsenal,3,2,12,8,5,10,1,0,M Jones,A,D,0
2012-05-13,Man City,3,1,35,24,19,4,1,0,QPR,2,0,3,3,0,6,1,1,M Dean,H,H,2
2012-05-13,Everton,3,2,17,11,4,15,2,0,Newcastle,1,0,11,5,3,16,1,0,A Marriner,H,H,2
2012-05-13,Chelsea,2,2,18,6,8,13,1,0,Blackburn,1,0,8,5,2,4,0,0,L Mason,H,H,2
2012-05-13,Norwich,2,2,21,12,9,6,1,0,Aston Villa,0,0,9,5,6,10,2,0,M Atkinson,H,H,2
2012-05-13,Wigan,3,2,14,10,9,15,1,0,Wolves,2,1,10,7,2,9,2,0,M Oliver,H,H,2
